segment# 	 segment 	 word 	 word_start 	 word_end 	 word_duration 	 word_confidence 	 file 
6 	 to astonishment. She seemed grossly unfamiliar, like a strange woman who had yelled at him in 	 strange 	 19.96 	 20.24 	 0.2799999999999976 	 0.992 	  Main1 
6 	 to astonishment. She seemed grossly unfamiliar, like a strange woman who had yelled at him in 	 woman 	 20.24 	 20.6 	 0.360000000000003 	 0.994 	  Main1 
6 	 to astonishment. She seemed grossly unfamiliar, like a strange woman who had yelled at him in 	 who 	 20.6 	 20.82 	 0.21999999999999886 	 0.966 	  Main1 
6 	 to astonishment. She seemed grossly unfamiliar, like a strange woman who had yelled at him in 	 had 	 20.82 	 21.02 	 0.1999999999999993 	 0.983 	  Main1 
6 	 to astonishment. She seemed grossly unfamiliar, like a strange woman who had yelled at him in 	 yelled 	 21.02 	 21.28 	 0.26000000000000156 	 0.892 	  Main1 
6 	 to astonishment. She seemed grossly unfamiliar, like a strange woman who had yelled at him in 	 at 	 21.28 	 21.44 	 0.16000000000000014 	 0.942 	  Main1 
6 	 to astonishment. She seemed grossly unfamiliar, like a strange woman who had yelled at him in 	 him 	 21.44 	 21.66 	 0.21999999999999886 	 0.847 	  Main1 
6 	 to astonishment. She seemed grossly unfamiliar, like a strange woman who had yelled at him in 	 in 	 21.66 	 21.78 	 0.120000000000001 	 0.557 	  Main1 
7 	 a crowd. You were up to 55. She said, you know I don't like to go more than 40. You were 	 a 	 21.78 	 21.98 	 0.1999999999999993 	 0.761 	  Main1 
7 	 a crowd. You were up to 55. She said, you know I don't like to go more than 40. You were 	 crowd. 	 21.98 	 22.32 	 0.33999999999999986 	 0.993 	  Main1 
7 	 a crowd. You were up to 55. She said, you know I don't like to go more than 40. You were 	 You 	 22.82 	 22.96 	 0.14000000000000057 	 0.84 	  Main1 
7 	 a crowd. You were up to 55. She said, you know I don't like to go more than 40. You were 	 were 	 22.96 	 23.14 	 0.17999999999999972 	 0.988 	  Main1 
7 	 a crowd. You were up to 55. She said, you know I don't like to go more than 40. You were 	 up 	 23.14 	 23.38 	 0.23999999999999844 	 0.998 	  Main1 
7 	 a crowd. You were up to 55. She said, you know I don't like to go more than 40. You were 	 to 	 23.38 	 23.5 	 0.120000000000001 	 0.995 	  Main1 
7 	 a crowd. You were up to 55. She said, you know I don't like to go more than 40. You were 	 55. 	 23.5 	 24.06 	 0.5599999999999987 	 0.866 	  Main1 
7 	 a crowd. You were up to 55. She said, you know I don't like to go more than 40. You were 	 She 	 24.72 	 24.9 	 0.17999999999999972 	 0.932 	  Main1 
7 	 a crowd. You were up to 55. She said, you know I don't like to go more than 40. You were 	 said, 	 24.9 	 25.38 	 0.4800000000000004 	 0.998 	  Main1 
7 	 a crowd. You were up to 55. She said, you know I don't like to go more than 40. You were 	 you 	 25.66 	 25.78 	 0.120000000000001 	 0.485 	  Main1 
7 	 a crowd. You were up to 55. She said, you know I don't like to go more than 40. You were 	 know 	 25.78 	 25.96 	 0.17999999999999972 	 0.994 	  Main1 
7 	 a crowd. You were up to 55. She said, you know I don't like to go more than 40. You were 	 I 	 25.96 	 26.08 	 0.11999999999999744 	 0.652 	  Main1 
7 	 a crowd. You were up to 55. She said, you know I don't like to go more than 40. You were 	 don't 	 26.08 	 26.3 	 0.22000000000000242 	 0.986 	  Main1 
7 	 a crowd. You were up to 55. She said, you know I don't like to go more than 40. You were 	 like 	 26.3 	 26.54 	 0.23999999999999844 	 0.985 	  Main1 
7 	 a crowd. You were up to 55. She said, you know I don't like to go more than 40. You were 	 to 	 26.54 	 26.64 	 0.10000000000000142 	 0.992 	  Main1 
7 	 a crowd. You were up to 55. She said, you know I don't like to go more than 40. You were 	 go 	 26.64 	 26.84 	 0.1999999999999993 	 0.997 	  Main1 
7 	 a crowd. You were up to 55. She said, you know I don't like to go more than 40. You were 	 more 	 26.84 	 27.06 	 0.21999999999999886 	 0.958 	  Main1 
7 	 a crowd. You were up to 55. She said, you know I don't like to go more than 40. You were 	 than 	 27.06 	 27.3 	 0.240000000000002 	 0.995 	  Main1 
7 	 a crowd. You were up to 55. She said, you know I don't like to go more than 40. You were 	 40. 	 27.3 	 27.68 	 0.379999999999999 	 0.959 	  Main1 
7 	 a crowd. You were up to 55. She said, you know I don't like to go more than 40. You were 	 You 	 28.16 	 28.32 	 0.16000000000000014 	 0.69 	  Main1 
7 	 a crowd. You were up to 55. She said, you know I don't like to go more than 40. You were 	 were 	 28.32 	 28.45 	 0.129999999999999 	 0.572 	  Main1 
8 	 up to 55. Michael Smith drove on toward waterbarion silence. The roaring of the S&202 through the worst 	 up 	 28.45 	 28.76 	 0.3100000000000023 	 0.997 	  Main1 
8 	 up to 55. Michael Smith drove on toward waterbarion silence. The roaring of the S&202 through the worst 	 to 	 28.76 	 28.9 	 0.13999999999999702 	 0.996 	  Main1 
8 	 up to 55. Michael Smith drove on toward waterbarion silence. The roaring of the S&202 through the worst 	 55. 	 28.9 	 29.5 	 0.6000000000000014 	 0.994 	  Main1 
8 	 up to 55. Michael Smith drove on toward waterbarion silence. The roaring of the S&202 through the worst 	 Michael 	 30.18 	 30.46 	 0.28000000000000114 	 0.987 	  Main1 
8 	 up to 55. Michael Smith drove on toward waterbarion silence. The roaring of the S&202 through the worst 	 Smith 	 30.46 	 30.86 	 0.3999999999999986 	 0.998 	  Main1 
8 	 up to 55. Michael Smith drove on toward waterbarion silence. The roaring of the S&202 through the worst 	 drove 	 30.86 	 31.22 	 0.35999999999999943 	 0.998 	  Main1 
8 	 up to 55. Michael Smith drove on toward waterbarion silence. The roaring of the S&202 through the worst 	 on 	 31.22 	 31.48 	 0.26000000000000156 	 0.96 	  Main1 
8 	 up to 55. Michael Smith drove on toward waterbarion silence. The roaring of the S&202 through the worst 	 toward 	 31.48 	 31.7 	 0.21999999999999886 	 0.967 	  Main1 
8 	 up to 55. Michael Smith drove on toward waterbarion silence. The roaring of the S&202 through the worst 	 waterbarion 	 31.7 	 32.38 	 0.6800000000000033 	 0.608 	  Main1 
8 	 up to 55. Michael Smith drove on toward waterbarion silence. The roaring of the S&202 through the worst 	 silence. 	 32.38 	 32.92 	 0.5399999999999991 	 0.896 	  Main1 
8 	 up to 55. Michael Smith drove on toward waterbarion silence. The roaring of the S&202 through the worst 	 The 	 33.28 	 33.64 	 0.35999999999999943 	 0.907 	  Main1 
8 	 up to 55. Michael Smith drove on toward waterbarion silence. The roaring of the S&202 through the worst 	 roaring 	 33.64 	 33.98 	 0.3399999999999963 	 0.941 	  Main1 
8 	 up to 55. Michael Smith drove on toward waterbarion silence. The roaring of the S&202 through the worst 	 of 	 33.98 	 34.18 	 0.20000000000000284 	 0.996 	  Main1 
8 	 up to 55. Michael Smith drove on toward waterbarion silence. The roaring of the S&202 through the worst 	 the 	 34.18 	 34.34 	 0.1600000000000037 	 0.997 	  Main1 
8 	 up to 55. Michael Smith drove on toward waterbarion silence. The roaring of the S&202 through the worst 	 S&202 	 34.34 	 35.12 	 0.779999999999994 	 0.698 	  Main1 
8 	 up to 55. Michael Smith drove on toward waterbarion silence. The roaring of the S&202 through the worst 	 through 	 35.12 	 35.34 	 0.22000000000000597 	 0.792 	  Main1 
8 	 up to 55. Michael Smith drove on toward waterbarion silence. The roaring of the S&202 through the worst 	 the 	 35.34 	 35.5 	 0.1599999999999966 	 0.631 	  Main1 
8 	 up to 55. Michael Smith drove on toward waterbarion silence. The roaring of the S&202 through the worst 	 worst 	 35.5 	 35.76 	 0.259999999999998 	 0.474 	  Main1 
10 	 storm in 20 years of navy flying fading in the remote, intimate airways of his mind. 	 storm 	 35.86 	 36.16 	 0.29999999999999716 	 0.998 	  Main1 
10 	 storm in 20 years of navy flying fading in the remote, intimate airways of his mind. 	 in 	 36.16 	 36.4 	 0.240000000000002 	 0.986 	  Main1 
10 	 storm in 20 years of navy flying fading in the remote, intimate airways of his mind. 	 20 	 36.4 	 36.68 	 0.28000000000000114 	 0.867 	  Main1 
10 	 storm in 20 years of navy flying fading in the remote, intimate airways of his mind. 	 years 	 36.68 	 36.92 	 0.240000000000002 	 0.992 	  Main1 
10 	 storm in 20 years of navy flying fading in the remote, intimate airways of his mind. 	 of 	 36.92 	 37.12 	 0.19999999999999574 	 0.999 	  Main1 
10 	 storm in 20 years of navy flying fading in the remote, intimate airways of his mind. 	 navy 	 37.12 	 37.36 	 0.240000000000002 	 0.742 	  Main1 
10 	 storm in 20 years of navy flying fading in the remote, intimate airways of his mind. 	 flying 	 37.36 	 37.82 	 0.46000000000000085 	 0.989 	  Main1 
10 	 storm in 20 years of navy flying fading in the remote, intimate airways of his mind. 	 fading 	 37.82 	 38.22 	 0.3999999999999986 	 0.766 	  Main1 
10 	 storm in 20 years of navy flying fading in the remote, intimate airways of his mind. 	 in 	 38.22 	 38.4 	 0.17999999999999972 	 0.994 	  Main1 
10 	 storm in 20 years of navy flying fading in the remote, intimate airways of his mind. 	 the 	 38.4 	 38.46 	 0.060000000000002274 	 0.998 	  Main1 
10 	 storm in 20 years of navy flying fading in the remote, intimate airways of his mind. 	 remote, 	 38.46 	 39 	 0.5399999999999991 	 0.984 	  Main1 
10 	 storm in 20 years of navy flying fading in the remote, intimate airways of his mind. 	 intimate 	 39.3 	 39.68 	 0.38000000000000256 	 0.992 	  Main1 
10 	 storm in 20 years of navy flying fading in the remote, intimate airways of his mind. 	 airways 	 39.68 	 40.16 	 0.4799999999999969 	 0.932 	  Main1 
10 	 storm in 20 years of navy flying fading in the remote, intimate airways of his mind. 	 of 	 40.16 	 40.32 	 0.1600000000000037 	 0.996 	  Main1 
10 	 storm in 20 years of navy flying fading in the remote, intimate airways of his mind. 	 his 	 40.32 	 40.5 	 0.17999999999999972 	 0.991 	  Main1 
10 	 storm in 20 years of navy flying fading in the remote, intimate airways of his mind. 	 mind. 	 40.5 	 40.69 	 0.18999999999999773 	 0.996 	  Main1 
11 	 Your 10-stop again," said Mrs. Smith. It's one of your days. I wish you'd let Dr. Rensha look you over. 	 Your 	 40.69 	 41.5 	 0.8100000000000023 	 0.956 	  Main1 
11 	 Your 10-stop again," said Mrs. Smith. It's one of your days. I wish you'd let Dr. Rensha look you over. 	 10-stop 	 41.5 	 42 	 0.5 	 0.438 	  Main1 
11 	 Your 10-stop again," said Mrs. Smith. It's one of your days. I wish you'd let Dr. Rensha look you over. 	 again," 	 42 	 43.14 	 1.1400000000000006 	 0.987 	  Main1 
11 	 Your 10-stop again," said Mrs. Smith. It's one of your days. I wish you'd let Dr. Rensha look you over. 	 said 	 43.14 	 43.26 	 0.11999999999999744 	 0.996 	  Main1 
11 	 Your 10-stop again," said Mrs. Smith. It's one of your days. I wish you'd let Dr. Rensha look you over. 	 Mrs. 	 43.26 	 43.6 	 0.3400000000000034 	 0.98 	  Main1 
11 	 Your 10-stop again," said Mrs. Smith. It's one of your days. I wish you'd let Dr. Rensha look you over. 	 Smith. 	 43.7 	 44.08 	 0.37999999999999545 	 0.999 	  Main1 
11 	 Your 10-stop again," said Mrs. Smith. It's one of your days. I wish you'd let Dr. Rensha look you over. 	 It's 	 44.12 	 44.64 	 0.5200000000000031 	 0.902 	  Main1 
11 	 Your 10-stop again," said Mrs. Smith. It's one of your days. I wish you'd let Dr. Rensha look you over. 	 one 	 44.64 	 44.8 	 0.1599999999999966 	 0.995 	  Main1 
11 	 Your 10-stop again," said Mrs. Smith. It's one of your days. I wish you'd let Dr. Rensha look you over. 	 of 	 44.8 	 44.98 	 0.17999999999999972 	 0.999 	  Main1 
11 	 Your 10-stop again," said Mrs. Smith. It's one of your days. I wish you'd let Dr. Rensha look you over. 	 your 	 44.98 	 45.14 	 0.1600000000000037 	 0.994 	  Main1 
11 	 Your 10-stop again," said Mrs. Smith. It's one of your days. I wish you'd let Dr. Rensha look you over. 	 days. 	 45.14 	 45.54 	 0.3999999999999986 	 0.995 	  Main1 
11 	 Your 10-stop again," said Mrs. Smith. It's one of your days. I wish you'd let Dr. Rensha look you over. 	 I 	 45.98 	 46.18 	 0.20000000000000284 	 0.678 	  Main1 
11 	 Your 10-stop again," said Mrs. Smith. It's one of your days. I wish you'd let Dr. Rensha look you over. 	 wish 	 46.18 	 46.42 	 0.240000000000002 	 0.971 	  Main1 
11 	 Your 10-stop again," said Mrs. Smith. It's one of your days. I wish you'd let Dr. Rensha look you over. 	 you'd 	 46.42 	 46.72 	 0.29999999999999716 	 0.984 	  Main1 
11 	 Your 10-stop again," said Mrs. Smith. It's one of your days. I wish you'd let Dr. Rensha look you over. 	 let 	 46.72 	 46.86 	 0.14000000000000057 	 0.987 	  Main1 
11 	 Your 10-stop again," said Mrs. Smith. It's one of your days. I wish you'd let Dr. Rensha look you over. 	 Dr. 	 46.86 	 47.18 	 0.3200000000000003 	 0.805 	  Main1 
11 	 Your 10-stop again," said Mrs. Smith. It's one of your days. I wish you'd let Dr. Rensha look you over. 	 Rensha 	 47.26 	 47.7 	 0.44000000000000483 	 0.613 	  Main1 
11 	 Your 10-stop again," said Mrs. Smith. It's one of your days. I wish you'd let Dr. Rensha look you over. 	 look 	 47.7 	 47.94 	 0.23999999999999488 	 0.474 	  Main1 
11 	 Your 10-stop again," said Mrs. Smith. It's one of your days. I wish you'd let Dr. Rensha look you over. 	 you 	 47.94 	 48.12 	 0.17999999999999972 	 0.675 	  Main1 
11 	 Your 10-stop again," said Mrs. Smith. It's one of your days. I wish you'd let Dr. Rensha look you over. 	 over. 	 48.12 	 48.4 	 0.28000000000000114 	 0.638 	  Main1 
13 	 Michael Smith stopped the car in front of the building where his wife went to have her hair done. 	 Michael 	 49.48 	 49.84 	 0.36000000000000654 	 0.995 	  Main1 
13 	 Michael Smith stopped the car in front of the building where his wife went to have her hair done. 	 Smith 	 49.84 	 50.24 	 0.3999999999999986 	 0.998 	  Main1 
13 	 Michael Smith stopped the car in front of the building where his wife went to have her hair done. 	 stopped 	 50.24 	 50.62 	 0.37999999999999545 	 0.964 	  Main1 
13 	 Michael Smith stopped the car in front of the building where his wife went to have her hair done. 	 the 	 50.62 	 50.86 	 0.240000000000002 	 0.999 	  Main1 
13 	 Michael Smith stopped the car in front of the building where his wife went to have her hair done. 	 car 	 50.86 	 51.14 	 0.28000000000000114 	 0.999 	  Main1 
13 	 Michael Smith stopped the car in front of the building where his wife went to have her hair done. 	 in 	 51.14 	 51.4 	 0.259999999999998 	 0.981 	  Main1 
13 	 Michael Smith stopped the car in front of the building where his wife went to have her hair done. 	 front 	 51.4 	 51.54 	 0.14000000000000057 	 1.0 	  Main1 
13 	 Michael Smith stopped the car in front of the building where his wife went to have her hair done. 	 of 	 51.54 	 51.64 	 0.10000000000000142 	 0.999 	  Main1 
13 	 Michael Smith stopped the car in front of the building where his wife went to have her hair done. 	 the 	 51.64 	 51.76 	 0.11999999999999744 	 0.999 	  Main1 
13 	 Michael Smith stopped the car in front of the building where his wife went to have her hair done. 	 building 	 51.76 	 52.08 	 0.3200000000000003 	 0.997 	  Main1 
13 	 Michael Smith stopped the car in front of the building where his wife went to have her hair done. 	 where 	 52.08 	 52.34 	 0.2600000000000051 	 0.938 	  Main1 
13 	 Michael Smith stopped the car in front of the building where his wife went to have her hair done. 	 his 	 52.34 	 52.56 	 0.21999999999999886 	 0.987 	  Main1 
13 	 Michael Smith stopped the car in front of the building where his wife went to have her hair done. 	 wife 	 52.56 	 52.88 	 0.3200000000000003 	 0.997 	  Main1 
13 	 Michael Smith stopped the car in front of the building where his wife went to have her hair done. 	 went 	 52.88 	 53.12 	 0.23999999999999488 	 0.982 	  Main1 
13 	 Michael Smith stopped the car in front of the building where his wife went to have her hair done. 	 to 	 53.12 	 53.32 	 0.20000000000000284 	 0.994 	  Main1 
13 	 Michael Smith stopped the car in front of the building where his wife went to have her hair done. 	 have 	 53.32 	 53.42 	 0.10000000000000142 	 0.971 	  Main1 
13 	 Michael Smith stopped the car in front of the building where his wife went to have her hair done. 	 her 	 53.42 	 53.58 	 0.1599999999999966 	 0.999 	  Main1 
13 	 Michael Smith stopped the car in front of the building where his wife went to have her hair done. 	 hair 	 53.58 	 53.78 	 0.20000000000000284 	 0.848 	  Main1 
13 	 Michael Smith stopped the car in front of the building where his wife went to have her hair done. 	 done. 	 53.78 	 54.1 	 0.3200000000000003 	 0.834 	  Main1 
15 	 Remember to get those shoes while I'm having my hair done. She said, I don't need those shoes. 	 Remember 	 54.52 	 54.9 	 0.37999999999999545 	 0.986 	  Main1 
15 	 Remember to get those shoes while I'm having my hair done. She said, I don't need those shoes. 	 to 	 54.9 	 55.1 	 0.20000000000000284 	 0.997 	  Main1 
15 	 Remember to get those shoes while I'm having my hair done. She said, I don't need those shoes. 	 get 	 55.1 	 55.26 	 0.1599999999999966 	 0.997 	  Main1 
15 	 Remember to get those shoes while I'm having my hair done. She said, I don't need those shoes. 	 those 	 55.26 	 55.5 	 0.240000000000002 	 0.994 	  Main1 
15 	 Remember to get those shoes while I'm having my hair done. She said, I don't need those shoes. 	 shoes 	 55.5 	 55.94 	 0.4399999999999977 	 0.992 	  Main1 
15 	 Remember to get those shoes while I'm having my hair done. She said, I don't need those shoes. 	 while 	 55.94 	 56.24 	 0.30000000000000426 	 0.994 	  Main1 
15 	 Remember to get those shoes while I'm having my hair done. She said, I don't need those shoes. 	 I'm 	 56.24 	 56.42 	 0.17999999999999972 	 0.987 	  Main1 
15 	 Remember to get those shoes while I'm having my hair done. She said, I don't need those shoes. 	 having 	 56.42 	 56.66 	 0.23999999999999488 	 0.997 	  Main1 
15 	 Remember to get those shoes while I'm having my hair done. She said, I don't need those shoes. 	 my 	 56.66 	 56.86 	 0.20000000000000284 	 0.999 	  Main1 
15 	 Remember to get those shoes while I'm having my hair done. She said, I don't need those shoes. 	 hair 	 56.86 	 57.14 	 0.28000000000000114 	 0.981 	  Main1 
15 	 Remember to get those shoes while I'm having my hair done. She said, I don't need those shoes. 	 done. 	 57.14 	 57.46 	 0.3200000000000003 	 0.999 	  Main1 
15 	 Remember to get those shoes while I'm having my hair done. She said, I don't need those shoes. 	 She 	 57.84 	 58.24 	 0.3999999999999986 	 0.923 	  Main1 
15 	 Remember to get those shoes while I'm having my hair done. She said, I don't need those shoes. 	 said, 	 58.24 	 58.66 	 0.4199999999999946 	 0.998 	  Main1 
15 	 Remember to get those shoes while I'm having my hair done. She said, I don't need those shoes. 	 I 	 58.76 	 59.1 	 0.3400000000000034 	 0.513 	  Main1 
15 	 Remember to get those shoes while I'm having my hair done. She said, I don't need those shoes. 	 don't 	 59.1 	 59.36 	 0.259999999999998 	 0.997 	  Main1 
15 	 Remember to get those shoes while I'm having my hair done. She said, I don't need those shoes. 	 need 	 59.36 	 59.56 	 0.20000000000000284 	 0.989 	  Main1 
15 	 Remember to get those shoes while I'm having my hair done. She said, I don't need those shoes. 	 those 	 59.56 	 59.76 	 0.19999999999999574 	 0.972 	  Main1 
15 	 Remember to get those shoes while I'm having my hair done. She said, I don't need those shoes. 	 shoes. 	 59.76 	 60.36 	 0.6000000000000014 	 0.958 	  Main1 
17 	 Said Michael. She put her mirror back into her bag. We've been all through that. She said, 	 Said 	 60.68 	 60.88 	 0.20000000000000284 	 0.759 	  Main1 
17 	 Said Michael. She put her mirror back into her bag. We've been all through that. She said, 	 Michael. 	 60.88 	 61.34 	 0.46000000000000085 	 0.984 	  Main1 
17 	 Said Michael. She put her mirror back into her bag. We've been all through that. She said, 	 She 	 61.64 	 61.84 	 0.20000000000000284 	 0.973 	  Main1 
17 	 Said Michael. She put her mirror back into her bag. We've been all through that. She said, 	 put 	 61.84 	 62.02 	 0.17999999999999972 	 0.996 	  Main1 
17 	 Said Michael. She put her mirror back into her bag. We've been all through that. She said, 	 her 	 62.02 	 62.24 	 0.21999999999999886 	 0.999 	  Main1 
17 	 Said Michael. She put her mirror back into her bag. We've been all through that. She said, 	 mirror 	 62.24 	 62.5 	 0.259999999999998 	 0.979 	  Main1 
17 	 Said Michael. She put her mirror back into her bag. We've been all through that. She said, 	 back 	 62.5 	 62.86 	 0.35999999999999943 	 0.996 	  Main1 
17 	 Said Michael. She put her mirror back into her bag. We've been all through that. She said, 	 into 	 62.86 	 63.1 	 0.240000000000002 	 0.994 	  Main1 
17 	 Said Michael. She put her mirror back into her bag. We've been all through that. She said, 	 her 	 63.1 	 63.32 	 0.21999999999999886 	 0.999 	  Main1 
17 	 Said Michael. She put her mirror back into her bag. We've been all through that. She said, 	 bag. 	 63.32 	 63.7 	 0.38000000000000256 	 0.995 	  Main1 
17 	 Said Michael. She put her mirror back into her bag. We've been all through that. She said, 	 We've 	 64.14 	 64.44 	 0.29999999999999716 	 0.871 	  Main1 
17 	 Said Michael. She put her mirror back into her bag. We've been all through that. She said, 	 been 	 64.44 	 64.58 	 0.14000000000000057 	 0.992 	  Main1 
17 	 Said Michael. She put her mirror back into her bag. We've been all through that. She said, 	 all 	 64.58 	 64.82 	 0.23999999999999488 	 0.997 	  Main1 
17 	 Said Michael. She put her mirror back into her bag. We've been all through that. She said, 	 through 	 64.82 	 65.08 	 0.2600000000000051 	 0.963 	  Main1 
17 	 Said Michael. She put her mirror back into her bag. We've been all through that. She said, 	 that. 	 65.08 	 65.66 	 0.5799999999999983 	 0.981 	  Main1 
17 	 Said Michael. She put her mirror back into her bag. We've been all through that. She said, 	 She 	 65.8 	 66.14 	 0.3400000000000034 	 0.596 	  Main1 
17 	 Said Michael. She put her mirror back into her bag. We've been all through that. She said, 	 said, 	 66.14 	 66.7 	 0.5600000000000023 	 0.956 	  Main1 
19 	 getting out of the car. You're not a young man any longer. He raced the engine a little. Why don't 	 getting 	 66.9 	 67.14 	 0.23999999999999488 	 0.889 	  Main1 
